category_name,date,YEARS,MONTHS,Total_value
WHISKEY LIQUEUR,2022-06-16,2022,6,98183.96
STRAIGHT BOURBON WHISKIES,2021-06-18,2021,6,98163.24
100% AGAVE TEQUILA,2021-11-08,2021,11,98146.55
WHISKEY LIQUEUR,2022-09-30,2022,9,98098.12
WHISKEY LIQUEUR,2022-03-15,2022,3,98066.57
WHISKEY LIQUEUR,2022-06-15,2022,6,98058.22
CANADIAN WHISKIES,2021-09-20,2021,9,98047.15
WHISKEY LIQUEUR,2022-05-19,2022,5,98008.98
SPICED RUM,2021-03-31,2021,3,97990.53
STRAIGHT BOURBON WHISKIES,2021-07-05,2021,7,97958.6
100% AGAVE TEQUILA,2021-07-20,2021,7,97941.46
100% AGAVE TEQUILA,2023-09-09,2023,9,97925.57
WHISKEY LIQUEUR,2022-09-09,2022,9,97924.61
SPICED RUM,2021-06-18,2021,6,97920.85
WHISKEY LIQUEUR,2021-08-11,2021,8,97861.66
SPICED RUM,2023-04-05,2023,4,97846.94
WHISKEY LIQUEUR,2022-03-18,2022,3,97817.96
TEMPORARY & SPECIALTY PACKAGES,2022-04-22,2022,4,97808.5
SPICED RUM,2022-01-26,2022,1,97805.26
WHISKEY LIQUEUR,2022-05-09,2022,5,97804.47
100% AGAVE TEQUILA,2022-12-15,2022,12,97744.92
STRAIGHT BOURBON WHISKIES,2021-05-28,2021,5,97735.33
100% AGAVE TEQUILA,2023-03-06,2023,3,97711.0
STRAIGHT BOURBON WHISKIES,2021-03-01,2021,3,97703.23
WHISKEY LIQUEUR,2022-05-02,2022,5,97699.88
SPICED RUM,2021-09-07,2021,9,97695.71
WHISKEY LIQUEUR,2023-01-18,2023,1,97684.64
WHISKEY LIQUEUR,2023-03-24,2023,3,97649.77
WHISKEY LIQUEUR,2021-02-26,2021,2,97648.51
100% AGAVE TEQUILA,2023-06-09,2023,6,97627.28
100% AGAVE TEQUILA,2023-06-02,2023,6,97528.79
WHISKEY LIQUEUR,2023-02-20,2023,2,97527.84
SPICED RUM,2023-12-06,2023,12,97523.33
100% AGAVE TEQUILA,2022-11-10,2022,11,97520.4
IMPORTED VODKAS,2021-06-10,2021,6,97518.15
SPICED RUM,2021-08-31,2021,8,97516.56
100% AGAVE TEQUILA,2023-11-13,2023,11,97468.16
TEMPORARY & SPECIALTY PACKAGES,2021-05-05,2021,5,97431.11
WHISKEY LIQUEUR,2023-12-12,2023,12,97428.49
WHISKEY LIQUEUR,2021-04-27,2021,4,97420.56
STRAIGHT BOURBON WHISKIES,2023-09-25,2023,9,97360.07
100% AGAVE TEQUILA,2022-08-25,2022,8,97349.19
100% AGAVE TEQUILA,2022-08-05,2022,8,97348.02
STRAIGHT BOURBON WHISKIES,2021-02-18,2021,2,97324.4
WHISKEY LIQUEUR,2021-12-09,2021,12,97323.82
STRAIGHT BOURBON WHISKIES,2022-07-15,2022,7,97283.81
WHISKEY LIQUEUR,2021-07-01,2021,7,97239.85
100% AGAVE TEQUILA,2022-12-02,2022,12,97234.28
WHISKEY LIQUEUR,2021-04-08,2021,4,97230.03
WHISKEY LIQUEUR,2022-05-26,2022,5,97202.78
SPICED RUM,2021-07-08,2021,7,97183.51
IMPORTED BRANDIES,2022-08-17,2022,8,97169.93
WHISKEY LIQUEUR,2022-02-15,2022,2,97155.3
STRAIGHT BOURBON WHISKIES,2022-05-06,2022,5,97130.08
TEMPORARY & SPECIALTY PACKAGES,2021-09-16,2021,9,97063.09
TEMPORARY & SPECIALTY PACKAGES,2022-11-11,2022,11,97036.58
TENNESSEE WHISKIES,2022-10-13,2022,10,97001.87
SPICED RUM,2023-09-01,2023,9,96993.45
WHISKEY LIQUEUR,2022-11-09,2022,11,96988.79
WHISKEY LIQUEUR,2023-12-13,2023,12,96940.88
100% AGAVE TEQUILA,2023-03-03,2023,3,96929.12
SPICED RUM,2022-12-20,2022,12,96905.65
WHISKEY LIQUEUR,2023-06-20,2023,6,96890.61
WHISKEY LIQUEUR,2023-02-09,2023,2,96880.15
AMERICAN VODKAS,2022-02-28,2022,2,96878.25
STRAIGHT BOURBON WHISKIES,2021-08-18,2021,8,96841.7
SPICED RUM,2023-03-15,2023,3,96835.11
100% AGAVE TEQUILA,2022-11-28,2022,11,96816.68
SPICED RUM,2023-05-12,2023,5,96796.85
STRAIGHT BOURBON WHISKIES,2021-03-09,2021,3,96781.88
STRAIGHT BOURBON WHISKIES,2021-02-05,2021,2,96757.83
IMPORTED BRANDIES,2021-05-25,2021,5,96745.56
TEMPORARY & SPECIALTY PACKAGES,2022-11-29,2022,11,96742.66
SPICED RUM,2023-05-11,2023,5,96709.67
WHISKEY LIQUEUR,2022-03-30,2022,3,96708.54
WHISKEY LIQUEUR,2023-05-08,2023,5,96705.34
STRAIGHT BOURBON WHISKIES,2023-06-22,2023,6,96671.91
WHISKEY LIQUEUR,2023-04-19,2023,4,96671.35
IMPORTED BRANDIES,2022-07-14,2022,7,96644.99
100% AGAVE TEQUILA,2023-11-29,2023,11,96605.78
WHISKEY LIQUEUR,2022-11-07,2022,11,96585.76
STRAIGHT BOURBON WHISKIES,2022-06-28,2022,6,96573.3
WHISKEY LIQUEUR,2021-08-05,2021,8,96566.99
TEMPORARY & SPECIALTY PACKAGES,2022-11-17,2022,11,96530.46
100% AGAVE TEQUILA,2023-03-08,2023,3,96526.78
IMPORTED VODKAS,2022-10-13,2022,10,96483.08
SPICED RUM,2024-01-02,2024,1,96478.16
WHISKEY LIQUEUR,2023-05-25,2023,5,96463.02
WHISKEY LIQUEUR,2022-10-31,2022,10,96459.54
WHISKEY LIQUEUR,2023-03-28,2023,3,96407.77
IMPORTED BRANDIES,2022-04-26,2022,4,96354.58
WHISKEY LIQUEUR,2023-01-30,2023,1,96318.32
STRAIGHT BOURBON WHISKIES,2021-09-17,2021,9,96255.21
WHISKEY LIQUEUR,2021-02-12,2021,2,96243.41
STRAIGHT BOURBON WHISKIES,2022-01-13,2022,1,96235.7
WHISKEY LIQUEUR,2022-04-08,2022,4,96218.37
STRAIGHT BOURBON WHISKIES,2022-07-19,2022,7,96169.66
WHISKEY LIQUEUR,2021-03-17,2021,3,96129.63
STRAIGHT BOURBON WHISKIES,2021-01-22,2021,1,96116.82
WHISKEY LIQUEUR,2023-04-04,2023,4,96111.21
TEMPORARY & SPECIALTY PACKAGES,2021-10-15,2021,10,96075.41
WHISKEY LIQUEUR,2021-07-16,2021,7,96074.32
WHISKEY LIQUEUR,2023-04-18,2023,4,96029.74
STRAIGHT BOURBON WHISKIES,2022-09-16,2022,9,96020.91
WHISKEY LIQUEUR,2021-03-23,2021,3,95974.35
100% AGAVE TEQUILA,2023-08-08,2023,8,95970.74
IMPORTED BRANDIES,2022-05-06,2022,5,95969.52
100% AGAVE TEQUILA,2023-08-04,2023,8,95967.42
TEMPORARY & SPECIALTY PACKAGES,2022-07-29,2022,7,95943.32
WHISKEY LIQUEUR,2021-03-15,2021,3,95936.01
WHISKEY LIQUEUR,2022-10-04,2022,10,95886.25
100% AGAVE TEQUILA,2021-03-18,2021,3,95877.7
WHISKEY LIQUEUR,2023-10-12,2023,10,95874.66
TENNESSEE WHISKIES,2021-08-25,2021,8,95870.88
MIXTO TEQUILA,2023-08-02,2023,8,95855.92
WHISKEY LIQUEUR,2023-03-01,2023,3,95816.72
WHISKEY LIQUEUR,2023-06-13,2023,6,95806.56
WHISKEY LIQUEUR,2021-01-08,2021,1,95726.31
100% AGAVE TEQUILA,2021-10-13,2021,10,95723.19
TEMPORARY & SPECIALTY PACKAGES,2022-12-02,2022,12,95717.86
TENNESSEE WHISKIES,2021-11-26,2021,11,95667.92
IMPORTED BRANDIES,2022-08-19,2022,8,95659.24
SPICED RUM,2022-12-01,2022,12,95658.84
TEMPORARY & SPECIALTY PACKAGES,2022-11-25,2022,11,95634.65
SPICED RUM,2024-01-17,2024,1,95616.96
WHISKEY LIQUEUR,2023-01-16,2023,1,95612.12
100% AGAVE TEQUILA,2023-04-18,2023,4,95572.94
100% AGAVE TEQUILA,2021-05-17,2021,5,95567.62
SPICED RUM,2022-03-04,2022,3,95549.69
TENNESSEE WHISKIES,2022-02-10,2022,2,95539.03
CANADIAN WHISKIES,2022-12-17,2022,12,95502.25
STRAIGHT BOURBON WHISKIES,2023-01-31,2023,1,95477.8
WHISKEY LIQUEUR,2024-01-31,2024,1,95475.47
WHISKEY LIQUEUR,2022-10-06,2022,10,95430.89
STRAIGHT BOURBON WHISKIES,2023-01-06,2023,1,95412.61
100% AGAVE TEQUILA,2022-04-21,2022,4,95400.87
WHISKEY LIQUEUR,2023-03-07,2023,3,95378.84
SPICED RUM,2021-05-25,2021,5,95354.69
STRAIGHT BOURBON WHISKIES,2021-01-06,2021,1,95344.97
WHISKEY LIQUEUR,2022-01-07,2022,1,95334.01
STRAIGHT BOURBON WHISKIES,2021-01-11,2021,1,95309.92
SPICED RUM,2021-06-25,2021,6,95303.32
STRAIGHT BOURBON WHISKIES,2021-07-29,2021,7,95260.17
WHISKEY LIQUEUR,2024-01-02,2024,1,95247.56
100% AGAVE TEQUILA,2021-08-30,2021,8,95242.89
SPICED RUM,2021-06-07,2021,6,95226.17
WHISKEY LIQUEUR,2021-04-23,2021,4,95185.26
STRAIGHT BOURBON WHISKIES,2022-11-10,2022,11,95157.25
STRAIGHT BOURBON WHISKIES,2021-04-22,2021,4,95152.59
WHISKEY LIQUEUR,2022-08-10,2022,8,95114.64
WHISKEY LIQUEUR,2022-11-03,2022,11,95094.1
SPICED RUM,2022-09-09,2022,9,95052.13
100% AGAVE TEQUILA,2022-04-26,2022,4,95035.7
WHISKEY LIQUEUR,2023-06-12,2023,6,94979.68
IMPORTED BRANDIES,2022-04-29,2022,4,94962.29
TENNESSEE WHISKIES,2022-09-14,2022,9,94948.77
TEMPORARY & SPECIALTY PACKAGES,2021-10-06,2021,10,94947.56
AMERICAN VODKAS,2023-11-10,2023,11,94941.55
SPICED RUM,2022-05-05,2022,5,94832.27
WHISKEY LIQUEUR,2021-07-09,2021,7,94804.28
STRAIGHT BOURBON WHISKIES,2021-09-11,2021,9,94789.43
STRAIGHT BOURBON WHISKIES,2023-04-21,2023,4,94788.82
TENNESSEE WHISKIES,2021-12-16,2021,12,94782.15
WHISKEY LIQUEUR,2023-08-21,2023,8,94777.74
WHISKEY LIQUEUR,2022-04-07,2022,4,94773.64
WHISKEY LIQUEUR,2023-04-26,2023,4,94768.03
SPICED RUM,2022-03-11,2022,3,94761.98
IMPORTED VODKAS,2021-10-14,2021,10,94681.62
IMPORTED VODKAS,2021-08-19,2021,8,94632.18
100% AGAVE TEQUILA,2022-07-19,2022,7,94605.14
WHISKEY LIQUEUR,2021-12-07,2021,12,94598.71
100% AGAVE TEQUILA,2023-08-18,2023,8,94570.9
CREAM LIQUEURS,2022-11-07,2022,11,94557.88
STRAIGHT BOURBON WHISKIES,2021-09-27,2021,9,94539.27
STRAIGHT BOURBON WHISKIES,2022-07-28,2022,7,94529.36
IRISH WHISKIES,2022-02-16,2022,2,94448.93
SPICED RUM,2021-05-26,2021,5,94405.94
SPICED RUM,2021-03-02,2021,3,94403.62
TEMPORARY & SPECIALTY PACKAGES,2021-10-20,2021,10,94391.44
SPICED RUM,2021-10-11,2021,10,94380.42
SPICED RUM,2022-09-14,2022,9,94379.84
TENNESSEE WHISKIES,2022-03-11,2022,3,94366.0
WHISKEY LIQUEUR,2023-08-14,2023,8,94301.04
100% AGAVE TEQUILA,2023-06-03,2023,6,94274.49
SPICED RUM,2021-07-14,2021,7,94272.35
MIXTO TEQUILA,2022-08-03,2022,8,94238.85
STRAIGHT BOURBON WHISKIES,2022-05-23,2022,5,94237.76
100% AGAVE TEQUILA,2021-03-11,2021,3,94205.93
WHISKEY LIQUEUR,2021-07-20,2021,7,94194.95
WHISKEY LIQUEUR,2021-10-25,2021,10,94152.87
TENNESSEE WHISKIES,2023-06-29,2023,6,94147.95
WHISKEY LIQUEUR,2023-07-11,2023,7,94103.51
IMPORTED VODKAS,2022-07-14,2022,7,94101.73
AMERICAN VODKAS,2024-01-14,2024,1,94081.04
WHISKEY LIQUEUR,2023-08-07,2023,8,94078.46
SPICED RUM,2021-04-08,2021,4,94065.41
100% AGAVE TEQUILA,2022-11-15,2022,11,94035.22
WHISKEY LIQUEUR,2023-07-10,2023,7,93972.08
CREAM LIQUEURS,2021-12-17,2021,12,93967.08
WHISKEY LIQUEUR,2022-03-14,2022,3,93961.38
100% AGAVE TEQUILA,2023-11-28,2023,11,93959.66
100% AGAVE TEQUILA,2022-06-17,2022,6,93955.28
STRAIGHT BOURBON WHISKIES,2022-09-07,2022,9,93950.02
WHISKEY LIQUEUR,2021-09-23,2021,9,93938.37
STRAIGHT BOURBON WHISKIES,2023-03-14,2023,3,93925.03
SPICED RUM,2022-03-10,2022,3,93876.0
100% AGAVE TEQUILA,2023-04-19,2023,4,93844.68
WHISKEY LIQUEUR,2023-11-29,2023,11,93837.24
WHISKEY LIQUEUR,2021-12-22,2021,12,93833.77
STRAIGHT BOURBON WHISKIES,2022-06-06,2022,6,93714.28
WHISKEY LIQUEUR,2022-08-24,2022,8,93691.39
SPICED RUM,2022-09-23,2022,9,93658.32
TEMPORARY & SPECIALTY PACKAGES,2021-11-04,2021,11,93626.34
SPICED RUM,2021-11-17,2021,11,93623.31
WHISKEY LIQUEUR,2023-05-11,2023,5,93609.51
WHISKEY LIQUEUR,2021-12-01,2021,12,93598.75
IMPORTED BRANDIES,2022-07-15,2022,7,93592.51
100% AGAVE TEQUILA,2022-11-16,2022,11,93588.16
TEMPORARY & SPECIALTY PACKAGES,2022-12-27,2022,12,93575.69
SPICED RUM,2021-07-09,2021,7,93558.57
WHISKEY LIQUEUR,2023-11-27,2023,11,93553.58
100% AGAVE TEQUILA,2021-07-19,2021,7,93549.96
100% AGAVE TEQUILA,2022-11-18,2022,11,93548.39
WHISKEY LIQUEUR,2022-06-01,2022,6,93533.59
SPICED RUM,2023-05-31,2023,5,93526.09
STRAIGHT BOURBON WHISKIES,2023-05-18,2023,5,93521.62
100% AGAVE TEQUILA,2022-03-25,2022,3,93518.14
WHISKEY LIQUEUR,2021-05-07,2021,5,93499.12
WHISKEY LIQUEUR,2022-02-08,2022,2,93469.88
WHISKEY LIQUEUR,2023-02-23,2023,2,93467.64
SPICED RUM,2023-01-05,2023,1,93449.76
WHISKEY LIQUEUR,2022-01-17,2022,1,93391.66
TENNESSEE WHISKIES,2022-06-29,2022,6,93389.8
STRAIGHT BOURBON WHISKIES,2022-01-06,2022,1,93364.06
IMPORTED BRANDIES,2022-06-27,2022,6,93330.04
TENNESSEE WHISKIES,2021-08-24,2021,8,93325.4
STRAIGHT BOURBON WHISKIES,2023-02-22,2023,2,93315.39
TENNESSEE WHISKIES,2022-03-22,2022,3,93313.82
SPICED RUM,2021-03-26,2021,3,93296.8
100% AGAVE TEQUILA,2021-08-19,2021,8,93248.14
IMPORTED VODKAS,2022-09-01,2022,9,93247.34
100% AGAVE TEQUILA,2023-02-14,2023,2,93242.86
100% AGAVE TEQUILA,2022-11-23,2022,11,93067.52
STRAIGHT BOURBON WHISKIES,2021-07-01,2021,7,93059.43
WHISKEY LIQUEUR,2021-08-17,2021,8,93041.42
100% AGAVE TEQUILA,2022-07-08,2022,7,93006.94
WHISKEY LIQUEUR,2021-01-18,2021,1,92979.11
100% AGAVE TEQUILA,2022-09-22,2022,9,92958.96
IMPORTED BRANDIES,2021-02-10,2021,2,92952.53
TEMPORARY & SPECIALTY PACKAGES,2022-09-22,2022,9,92927.64
100% AGAVE TEQUILA,2021-05-11,2021,5,92923.83
TENNESSEE WHISKIES,2023-08-17,2023,8,92895.57
100% AGAVE TEQUILA,2023-12-01,2023,12,92885.27
100% AGAVE TEQUILA,2022-11-08,2022,11,92840.24
TEMPORARY & SPECIALTY PACKAGES,2021-07-14,2021,7,92770.32
100% AGAVE TEQUILA,2023-10-24,2023,10,92706.47
WHISKEY LIQUEUR,2021-09-07,2021,9,92652.71
WHISKEY LIQUEUR,2022-11-28,2022,11,92624.13
MIXTO TEQUILA,2022-04-28,2022,4,92613.11
WHISKEY LIQUEUR,2021-11-17,2021,11,92609.17
TEMPORARY & SPECIALTY PACKAGES,2022-04-19,2022,4,92558.71
WHISKEY LIQUEUR,2023-01-05,2023,1,92555.17
WHISKEY LIQUEUR,2022-06-21,2022,6,92519.37
100% AGAVE TEQUILA,2021-03-10,2021,3,92514.45
100% AGAVE TEQUILA,2022-09-15,2022,9,92497.5
SPICED RUM,2021-03-09,2021,3,92497.1
WHISKEY LIQUEUR,2023-04-25,2023,4,92490.45
100% AGAVE TEQUILA,2021-12-17,2021,12,92463.58
STRAIGHT BOURBON WHISKIES,2021-02-04,2021,2,92436.67
CREAM LIQUEURS,2022-12-21,2022,12,92424.6
SPICED RUM,2022-08-30,2022,8,92401.95
IMPORTED CORDIALS & LIQUEURS,2023-11-09,2023,11,92394.2
SPICED RUM,2022-02-16,2022,2,92373.03
WHISKEY LIQUEUR,2022-01-19,2022,1,92359.2
WHISKEY LIQUEUR,2023-03-20,2023,3,92349.76
TEMPORARY & SPECIALTY PACKAGES,2022-08-02,2022,8,92329.77
STRAIGHT BOURBON WHISKIES,2021-08-17,2021,8,92313.65
SPICED RUM,2021-03-11,2021,3,92313.04
WHISKEY LIQUEUR,2023-03-23,2023,3,92253.88
100% AGAVE TEQUILA,2023-11-24,2023,11,92252.6
WHISKEY LIQUEUR,2021-09-28,2021,9,92218.9
STRAIGHT BOURBON WHISKIES,2021-07-12,2021,7,92205.08
SPICED RUM,2021-08-03,2021,8,92196.27
WHISKEY LIQUEUR,2023-02-27,2023,2,92196.12
IRISH WHISKIES,2021-07-07,2021,7,92129.88
SPICED RUM,2024-01-31,2024,1,92128.01
100% AGAVE TEQUILA,2021-04-08,2021,4,92090.06
TENNESSEE WHISKIES,2022-12-28,2022,12,92084.23
WHISKEY LIQUEUR,2024-01-09,2024,1,92070.91
STRAIGHT BOURBON WHISKIES,2021-04-01,2021,4,92055.16
SPICED RUM,2022-03-16,2022,3,92047.67
SPICED RUM,2022-03-24,2022,3,92015.99
IRISH WHISKIES,2023-03-03,2023,3,92008.89
WHISKEY LIQUEUR,2022-08-17,2022,8,91995.43
STRAIGHT BOURBON WHISKIES,2021-01-28,2021,1,91986.38
COCKTAILS/RTD,2022-03-16,2022,3,91945.3
WHISKEY LIQUEUR,2021-08-20,2021,8,91943.75
STRAIGHT BOURBON WHISKIES,2021-01-18,2021,1,91920.72
STRAIGHT BOURBON WHISKIES,2023-03-30,2023,3,91906.53
IRISH WHISKIES,2021-10-19,2021,10,91877.69
BLENDED WHISKIES,2023-12-28,2023,12,91832.33
100% AGAVE TEQUILA,2023-06-30,2023,6,91803.72
100% AGAVE TEQUILA,2021-09-30,2021,9,91785.01
WHISKEY LIQUEUR,2022-10-25,2022,10,91773.92
WHISKEY LIQUEUR,2021-10-13,2021,10,91773.83
TENNESSEE WHISKIES,2021-06-02,2021,6,91769.27
STRAIGHT BOURBON WHISKIES,2021-01-29,2021,1,91740.64
SPICED RUM,2021-05-05,2021,5,91723.04
SPICED RUM,2022-10-12,2022,10,91708.99
TEMPORARY & SPECIALTY PACKAGES,2022-11-28,2022,11,91705.34
TENNESSEE WHISKIES,2022-03-14,2022,3,91686.86
TENNESSEE WHISKIES,2023-03-08,2023,3,91666.81
TEMPORARY & SPECIALTY PACKAGES,2023-10-13,2023,10,91657.82
100% AGAVE TEQUILA,2022-12-30,2022,12,91571.97
SPICED RUM,2023-10-27,2023,10,91554.99
100% AGAVE TEQUILA,2023-02-15,2023,2,91529.82
STRAIGHT BOURBON WHISKIES,2023-01-19,2023,1,91517.23
TENNESSEE WHISKIES,2022-06-07,2022,6,91517.04
WHISKEY LIQUEUR,2021-06-04,2021,6,91479.32
SPICED RUM,2024-01-25,2024,1,91467.29
100% AGAVE TEQUILA,2022-01-24,2022,1,91426.68
WHISKEY LIQUEUR,2023-08-15,2023,8,91424.0
100% AGAVE TEQUILA,2022-07-29,2022,7,91423.9
WHISKEY LIQUEUR,2023-10-30,2023,10,91403.88
IMPORTED BRANDIES,2023-12-27,2023,12,91391.42
WHISKEY LIQUEUR,2023-08-16,2023,8,91389.68
WHISKEY LIQUEUR,2023-07-06,2023,7,91359.96
100% AGAVE TEQUILA,2022-03-16,2022,3,91354.1
AMERICAN VODKAS,2023-10-22,2023,10,91347.78
100% AGAVE TEQUILA,2021-12-02,2021,12,91338.38
TEMPORARY & SPECIALTY PACKAGES,2023-12-18,2023,12,91332.4
WHISKEY LIQUEUR,2023-05-15,2023,5,91329.38
SPICED RUM,2021-05-07,2021,5,91328.2
WHISKEY LIQUEUR,2021-01-29,2021,1,91324.34
WHISKEY LIQUEUR,2023-07-20,2023,7,91319.24
SPICED RUM,2022-05-27,2022,5,91309.77
WHISKEY LIQUEUR,2021-06-17,2021,6,91299.82
SPICED RUM,2024-01-09,2024,1,91258.63
IMPORTED BRANDIES,2022-08-05,2022,8,91257.18
100% AGAVE TEQUILA,2022-09-28,2022,9,91229.86
WHISKEY LIQUEUR,2022-07-27,2022,7,91227.51
SPICED RUM,2023-02-23,2023,2,91221.36
WHISKEY LIQUEUR,2022-06-03,2022,6,91203.73
WHISKEY LIQUEUR,2021-06-24,2021,6,91203.29
100% AGAVE TEQUILA,2022-06-24,2022,6,91195.6
TENNESSEE WHISKIES,2021-11-04,2021,11,91195.07
TEMPORARY & SPECIALTY PACKAGES,2022-08-26,2022,8,91172.99
TEMPORARY & SPECIALTY PACKAGES,2022-04-01,2022,4,91161.6
WHISKEY LIQUEUR,2023-09-20,2023,9,91134.85
STRAIGHT BOURBON WHISKIES,2021-11-29,2021,11,91128.96
100% AGAVE TEQUILA,2021-12-13,2021,12,91128.44
WHISKEY LIQUEUR,2021-02-03,2021,2,91116.53
WHISKEY LIQUEUR,2022-02-07,2022,2,91090.36
IMPORTED BRANDIES,2022-09-19,2022,9,91062.34
SPICED RUM,2022-03-28,2022,3,91046.09
100% AGAVE TEQUILA,2023-09-14,2023,9,91044.35
IMPORTED VODKAS,2022-10-07,2022,10,91041.11
IMPORTED VODKAS,2023-06-14,2023,6,91039.15
TENNESSEE WHISKIES,2023-04-05,2023,4,91039.06
WHISKEY LIQUEUR,2023-01-24,2023,1,90984.11
100% AGAVE TEQUILA,2021-07-15,2021,7,90977.27
TENNESSEE WHISKIES,2021-12-03,2021,12,90962.51
SPICED RUM,2021-10-20,2021,10,90959.99
WHISKEY LIQUEUR,2023-02-13,2023,2,90947.11
100% AGAVE TEQUILA,2021-02-01,2021,2,90942.43
WHISKEY LIQUEUR,2021-02-02,2021,2,90942.37
WHISKEY LIQUEUR,2023-07-25,2023,7,90932.59
WHISKEY LIQUEUR,2021-06-08,2021,6,90871.89
WHISKEY LIQUEUR,2021-06-23,2021,6,90849.1
SPICED RUM,2023-09-13,2023,9,90848.01
STRAIGHT BOURBON WHISKIES,2022-06-22,2022,6,90846.74
SPICED RUM,2023-11-17,2023,11,90838.43
WHISKEY LIQUEUR,2021-01-04,2021,1,90831.54
TENNESSEE WHISKIES,2022-10-10,2022,10,90801.27
SPICED RUM,2021-02-03,2021,2,90795.74
WHISKEY LIQUEUR,2022-04-25,2022,4,90764.21
WHISKEY LIQUEUR,2022-01-24,2022,1,90752.81
100% AGAVE TEQUILA,2021-11-17,2021,11,90729.09
WHISKEY LIQUEUR,2021-06-14,2021,6,90713.68
100% AGAVE TEQUILA,2021-02-11,2021,2,90707.9
TEMPORARY & SPECIALTY PACKAGES,2022-07-20,2022,7,90693.79
SPICED RUM,2023-12-12,2023,12,90645.15
100% AGAVE TEQUILA,2021-12-07,2021,12,90638.89
SPICED RUM,2021-12-15,2021,12,90600.32
IMPORTED BRANDIES,2023-12-19,2023,12,90598.19
STRAIGHT BOURBON WHISKIES,2023-09-19,2023,9,90596.01
TEMPORARY & SPECIALTY PACKAGES,2021-11-03,2021,11,90581.67
AMERICAN VODKAS,2022-02-25,2022,2,90578.71
CREAM LIQUEURS,2022-11-08,2022,11,90558.18
WHISKEY LIQUEUR,2023-04-11,2023,4,90515.69
TENNESSEE WHISKIES,2022-06-15,2022,6,90506.28
SPICED RUM,2022-03-18,2022,3,90505.66
IMPORTED VODKAS,2022-05-05,2022,5,90497.03
STRAIGHT BOURBON WHISKIES,2022-03-07,2022,3,90494.21
SPICED RUM,2023-12-19,2023,12,90476.55
TENNESSEE WHISKIES,2021-11-24,2021,11,90475.6
STRAIGHT BOURBON WHISKIES,2024-01-23,2024,1,90456.84
IMPORTED VODKAS,2021-06-24,2021,6,90437.0
CANADIAN WHISKIES,2021-08-23,2021,8,90426.85
100% AGAVE TEQUILA,2021-10-21,2021,10,90388.13
TENNESSEE WHISKIES,2022-06-06,2022,6,90312.17
100% AGAVE TEQUILA,2023-04-14,2023,4,90298.85
WHISKEY LIQUEUR,2023-03-22,2023,3,90296.94
STRAIGHT BOURBON WHISKIES,2022-01-03,2022,1,90286.73
WHISKEY LIQUEUR,2021-01-15,2021,1,90265.35
WHISKEY LIQUEUR,2021-01-27,2021,1,90221.09
TENNESSEE WHISKIES,2021-08-11,2021,8,90180.84
IRISH WHISKIES,2024-01-04,2024,1,90150.09
100% AGAVE TEQUILA,2022-01-11,2022,1,90140.3
SPICED RUM,2022-04-14,2022,4,90116.38
WHISKEY LIQUEUR,2023-03-15,2023,3,90111.58
IMPORTED VODKAS,2021-06-25,2021,6,90110.5
SPICED RUM,2021-09-13,2021,9,90100.48
WHISKEY LIQUEUR,2022-03-17,2022,3,90092.01
IRISH WHISKIES,2022-10-03,2022,10,90084.98
WHISKEY LIQUEUR,2022-06-30,2022,6,90058.24
WHISKEY LIQUEUR,2022-04-05,2022,4,90034.24
SPICED RUM,2022-01-19,2022,1,90003.7
100% AGAVE TEQUILA,2023-09-19,2023,9,89972.44
WHISKEY LIQUEUR,2022-01-18,2022,1,89953.19
SPICED RUM,2022-09-30,2022,9,89942.85
SPICED RUM,2022-01-27,2022,1,89939.55
STRAIGHT BOURBON WHISKIES,2022-06-03,2022,6,89878.51
WHISKEY LIQUEUR,2023-05-18,2023,5,89867.92
STRAIGHT BOURBON WHISKIES,2021-07-26,2021,7,89834.71
WHISKEY LIQUEUR,2022-12-01,2022,12,89829.34
IMPORTED BRANDIES,2023-11-21,2023,11,89811.09
CANADIAN WHISKIES,2023-10-22,2023,10,89808.72
100% AGAVE TEQUILA,2021-05-25,2021,5,89807.76
STRAIGHT BOURBON WHISKIES,2021-04-05,2021,4,89782.72
WHISKEY LIQUEUR,2023-10-16,2023,10,89738.61
SPICED RUM,2021-10-04,2021,10,89708.02
CANADIAN WHISKIES,2021-08-02,2021,8,89696.67
WHISKEY LIQUEUR,2022-06-14,2022,6,89688.5
SPICED RUM,2023-08-31,2023,8,89672.82
WHISKEY LIQUEUR,2022-06-20,2022,6,89567.62
TENNESSEE WHISKIES,2021-07-21,2021,7,89537.71
WHISKEY LIQUEUR,2022-07-20,2022,7,89507.17
STRAIGHT BOURBON WHISKIES,2022-07-18,2022,7,89474.41
SPICED RUM,2022-07-01,2022,7,89462.15
IMPORTED CORDIALS & LIQUEURS,2023-07-03,2023,7,89446.75
IMPORTED BRANDIES,2021-07-29,2021,7,89356.85
100% AGAVE TEQUILA,2021-12-31,2021,12,89341.48
TENNESSEE WHISKIES,2021-12-02,2021,12,89322.43
WHISKEY LIQUEUR,2022-08-12,2022,8,89264.76
WHISKEY LIQUEUR,2022-12-08,2022,12,89257.8
100% AGAVE TEQUILA,2022-04-27,2022,4,89255.77
WHISKEY LIQUEUR,2021-11-24,2021,11,89254.99
STRAIGHT BOURBON WHISKIES,2022-09-13,2022,9,89229.71
STRAIGHT BOURBON WHISKIES,2021-01-19,2021,1,89220.86
